entry_id,compound,efficiency (%),Open circuit voltage (V),Short circuit current density (A/m²),Fill factor,Band gap (eV)
dyHR3_78D-wNjhdqp4hTEGZVfuZz,MAPbI3,16.07,1.025,220.79999999999998,0.71,1.6
dyNpakDZkQzoUKGgv-AKJthyqqu0,MAPbI3,10.42,1.08,157.20000000000002,0.614,1.58
dyONEPo64-lKtcxXwUgaDipiZrra,MAPbI3,14.74,1.02,209.7,0.6890000000000001,1.6
dyQxGMBbxlTEGq_tgo4GxqBaH772,Cs0.15Ag3Bi3I9,2.55,0.71,69.2,0.518,1.8600000000000003
dy__IDHyjfdsII8JeXgg63rf-rjp,MAPbI3,10.46,0.95,192.0,0.581,1.6
dyat3-OjFyVsSb7SP-hp7Ue-5G9J,MAPbI3,7.73,1.052,158.8,0.46,1.6
dycNNDpF7SlXO19txa2FaKC8b56T,MAPbI3,18.02,1.13,223.0,0.75,1.6
dyijX4oCc6aM3hKy3ri1tmcnfP8G,MAPbI3,17.01,1.08,215.10000000000002,0.73,1.6
dyjdNcF7MeLTD2jkUF9pbjYpwdj2,MAPbI3,12.7,1.05,214.0,0.56,1.56
dyqsPpH7eDRgWLjNDUINdyPkUkX2,MAPbI3,7.4,0.7,186.0,0.54,1.6
dyqwJtbt7fbc4C_hX7oRPgADeC0y,MAPbI3,11.0,0.98,185.0,0.605,1.6
dyvNgZilIcFIPwCUIS5w0FI5cqaa,MAPbI3,7.98,0.918,162.89999999999998,0.5329999999999999,1.6
dzD7JXEZurmIh48BOZkWMFxXlcgJ,MAPbI3,15.43,1.0,226.0,0.6859999999999999,1.6
dzJafL2INeb53s5CzEac8llMf7F1,FA0.85MA0.15PbBr0.45I2.55,19.74,1.13,225.39999999999998,0.777,
dzU6VPaVgZMWmBZRAsbP1NykaDF_,MAPbI3,10.8,1.0,214.0,0.52,1.6
dzVlDB1ZPDx_efZh6z5mv6BH0wYG,MAPbI3,13.07,0.93,193.79999999999998,0.72,1.672
dzYZ-guN7umiKgA0ltlISW42WR-Q,MAPbI3,13.5,1.0,191.6,0.7,1.6200000000000003
dzdqU2-mAz-hgejWbwJtEl8OESDa,Cs0.05FA0.8075MA0.1425PbBr0.45I2.55,18.9,1.02,238.0,0.78,
dzkFzUdIGRCz2g8NON1NAoSOKcx9,MAPbI3,15.78,0.995,215.10000000000002,0.737,1.6
dzrVybVHzhNfczHSRksrGP5BYA37,Cs0.05FA0.80MA0.15PbBr0.43I2.57,17.7,1.12,217.0,0.73,
dzxPIWZIeFq9j6ohOuY0a397NW-N,MAPbI3,10.37,0.9,189.5,0.6,
e-13BO53wd-5qxv6M9W4NSOiaQ1g,MAPbI3,18.2,1.06,236.0,0.79,1.6
e-1S7cTvsbT7IsdMs8gyBfx_kJUT,MAPbI3,4.04,0.77,135.0,0.39,1.6
e-7aHxqq2onh-2hdZXhAjn3D_zdg,MAPbI3,15.98,1.05,220.10000000000002,0.69,1.6
e-BaNr7Yigg4xr_gEEzRlLBbK_Ja,MAPbI3,9.4,1.05,180.0,0.525,1.6
e-O-QwCiJhT3-PhN_XcKlkW6l3fJ,MAPbI3,14.2,0.96,209.0,0.71,1.6
e-lmiWArxGeyRcvOe7rpXzPnfbSm,MAPbI3,6.62,0.95,115.0,0.605,1.5
e-mLN2Z2rYbrkjZdnROwKI-lAYRs,MAPbI3,10.9,0.97,169.0,0.623,1.6
e-pWZU8hRkFGKHN0ibG1zfh8wl_P,MAPbI3,16.8,1.045,204.0,0.79,1.6
e-wrq2xI1dXahy3sRzz8WHsks4pi,MAPbI3,10.49,0.97,173.4,0.61,1.6
e02j_G0qA4EqFm3dpouWvewja95C,FA0.85MA0.15PbBr0.45I2.55,19.05,1.125,216.4,0.7829999999999999,
e0cfB314DvWgZK0l5YGkyv_qdr_3,MAPbI3,0.18,0.18,25.0,0.4,1.6
e0gB-iDN8YwDL4jt86my5XRADh-C,MAPbI3,8.4,0.97,139.0,0.64,1.5300000000000002
e10SwJRwjVbcsfST_-6xGrT9FgNx,MAPbI3,15.12,1.04,203.5,0.7140000000000001,1.6
e118d7415ldrNWI8re6SP7Q5PLuz,MAPbI3,3.87,0.38,175.0,0.581,1.58
e14BolbHD8HNRT4tUrl7w6A69qrG,Cs0.05FA0.79MA0.16PbBr0.45I2.55,18.69,,,,
e16RSeQDtaQJXpyKWgwr5w4KFXYA,FA0.11MA0.89PbI3,15.78,1.03,231.6,0.662,
e18Mqwhci7Ivq9ErMUD6_lvj7HPo,MAPbI3,17.74,1.11,217.7,0.73,1.6
e1DdbtC1t9qZq0XhyuK1bIdUqLAy,MAPbI3,6.32,0.917,128.5,0.537,1.6
e1PTyNf7osbRG0jYBOiLqwL66SCV,MAPbI3,18.58,1.06,221.9,0.79,1.6
e1kXjWgeuISU77ZXlbQWchL2jopF,MAPbI3,7.62,0.855,185.6,0.4639999999999999,1.6
e1nKAr12MfkRCBrKYyoqxkC4vHUv,MAPbI3,13.4,0.83,214.7,0.69,
e1pBS267hJ2oICwqtbTBlRmMf9r-,Cs0.05FA0.79MA0.16PbBr0.51I2.49,19.07,1.06,225.79999999999998,0.785,
e1pLFWzQ5puo1PIrL5L1OBszRuq5,Cs0.05FA0.7885MA0.1615PbBr0.51I2.49,17.1,1.095,222.0,0.71,
e1sTonJji88Qd4_z77Iz8CcmtEzh,Cs0.17FA0.83PbBr1.2I1.8,13.4,1.05,202.0,0.63,
e1t5O3BTelTIl4z7KnUxDy9lceLJ,MAPbI3,14.47,1.01,199.1,0.723,1.6
e1te1jjtWeNSok4KX9AbzKFDDBmA,CsEu0.01Pb0.99BrI2,12.37,1.16,141.6,0.753,
e2GonWCDkO1t50pTgKqALGE7bdNH,MAPbI3,8.25,0.94,139.0,0.632,1.6
e2IWgzTRivJqvRbW7vEf7R39qAuJ,MAPbI3,12.85,0.993,190.0,0.68,1.6
e2WoOXshiHuP7tNV7XBBnmTQ-8wk,MAPbI3,15.78,1.1,208.0,0.69,1.6
e2Y3blPkFFXPVv72IpH0V2SXL5ut,MA3PbBr0.32I2.68,14.2,0.95,208.0,0.71,1.64
e2hpzU6eWBSLDL7y7oZKTKe8W_ZU,MAPbI3,11.34,0.934,182.95999999999998,0.664,1.58
e2nEKqZHU6bfAgqe_2OZEQIqd8Pc,MAPbI3,4.3,0.8390000000000001,112.0,0.455,1.6
e2oKulwVSsQBLkKKj780-9WpmcXe,Cs0.05FA0.81MA0.14PbBr0.45I2.55,17.77,1.07,233.79999999999998,0.7,
e2ofku3v2V8gW3Y13mmcOkjmb65t,FA0.83MA0.17PbBr0.51I2.49,4.0,0.856,110.7,0.42,
e2zMz39Z0qRu1OWxr3BzCbVl7SOR,Cs0.2FA0.8PbBr0.36I2.64,10.8,1.02,193.0,0.542,
e3MDHWGy1qLRGKIax_mKW7nPNz0g,MAPbI3,17.9,1.07,235.0,0.716,1.6
e3THqRKhykKMmqW42mcpa-vDrdZG,MAPbI3,19.5,1.06,232.5,0.792,1.6
e3b3Z7lDahL5YGq44QlL-Onhzd8D,MAPbI3,12.13,0.877,199.82,0.6920000000000001,1.5
e3t7TpljcbnFtowfNKG5QCs-wx9p,MAPbI3,13.53,1.08,199.0,0.76,1.6
e3xgy2fHca1xFxsDtYnJOGeV_BZl,CsBi0.05Pb0.95I3,10.66,0.93,173.5,0.6609999999999999,
e3xrbpZlEfGN8noZwO1VYbKZkuE2,MAPbI3,2.57,0.68,86.0,0.44,1.6
e4-SvHwOln6bE7NNRNlqB37LIwpC,MAPbI3,10.93,0.84,183.4,0.71,1.6
e47dt-EODygMilJang3zOfJPKWUc,CsPbBr2I,5.24,1.06,84.39999999999999,0.58,2.07
e4L1OC0E3lYRpopmShrQh-INBGdj,MAPbI3,18.29,1.11,205.5,0.802,1.6
e4Ml8w4-9KQ7PTIATDUON15YaIHo,MAPbI3,14.5,0.95,211.20000000000002,0.723,1.6
e4OHQY_wY_xaxtiQkl3G2LiugT7P,(PEA)0.1FA0.15MA0.75SnBr0.24I2.76,4.63,0.49,164.5,0.633,1.45
e4PsO2SA013lbqyXFSVfOUUzkjZo,MAPbI3,14.62,0.02,20.580000000000002,0.6779999999999999,1.6
e4Pw9cANt2QF0coiWNChcyQWvg9n,MAPbI3,15.52,1.054,221.4,0.665,1.6
e4SJyUG3FDV4LuKEgeO2tih3Pb4P,MAPbI3,11.02,0.946,186.6,0.62,1.6
e4Sqs1ABd4uqyhXeJ8vcJzZHkmOG,MAPbI3,16.57,1.1,197.0,0.76,1.6
e4YSAJ9Y7ICdDrhuF55Y0h_d9aYt,MAPbI3,12.0,1.01,187.8,0.63,1.6
e4_cwgaF30ldES8k4hGC4oCt7WL2,MAPbI3,10.26,0.88,199.7,0.584,1.63
e4jNcjs1fWiuD_1ZJtnu_YsH7kgQ,FA0.83MA0.17PbBr0.0I2.51,19.0,1.09,225.0,0.8,
e4nM3OzNTN9ayx1MQ490QChuduZO,MAPbI3,17.78,1.05,217.8,0.79,1.6
e4qmuBVNB8NtUM48P-d5althYH0W,FA0.85MA0.15PbBr0.45I2.55,19.2,1.13,236.70000000000002,0.72,
e4yLHJVzWMSV_EBQHhBJcgMA3Ze8,CsSnBrI2,1.67,0.289,150.6,0.38,1.37
e52BG9wb1rdny-dQ6E3ZGSuDz_a5,MAPbI3,11.59,0.96,219.89999999999998,0.5539999999999999,1.6
e59YMFiG3DpDDfVfzSgtKKEl6g_0,(5-AVA)2FA4Sn5I16,5.94,0.54,203.0,0.63,
e5IAsSIDs95I8RSr4hTPiGmD0Y5X,MAPbI3,15.01,1.04,210.9,0.69,1.6
e5J_v41lkScTQtTwXoeSUMnT-NkW,FA0.5MA0.5PbBr0.3I2.7,13.6,1.0,187.39999999999998,0.723,
e5UoyrcxaJBdeHUDUbSLXlKyBjDW,MAPbI3,17.5,1.09,217.0,0.74,1.6
e5bQ08hWmEUooCr5Z2aXlxvOl3GG,MAPbI3,12.9,0.99,187.60000000000002,0.695,1.6
e5gxs0OFeNgazU831b-2x3enX6lC,MAPbI3,8.22,0.71,163.1,0.71,1.59
e61C-_vk74ksfBsDDaflrxNGqU5a,MAPbI3,7.72,0.87,178.5,0.495,1.6
e61TaPT5fN-3dwVWgjlaRwF8q6wh,MAPbBr0.45I2.55,15.79,1.03,214.8,0.713,
e679Hh_j6zyLhReZ6mOz1jgfmyWC,Cs0.08FA0.77MA0.15PbBr0.51I2.49,12.27,0.871,173.85999999999999,0.81,1.6
e6Fh6sEZhAGuO8DsmlcFzZUo_kC-,MAPbI3,7.08,0.92,145.5,0.53,1.6
e6S4iOOeuKtD406LHhSK4bXxJfjC,MAPbI3,5.4,0.8,136.0,0.5,1.6
e6T-PmgY26JFmcmcFJe0ksKeN5pX,MAPbI3,13.4,0.92,223.70000000000002,0.65,1.6
e6TdIr9Mr5oXwd2_m3y0yYlCWVU8,MAPbI3,15.1,0.98,208.0,0.74,1.6
e6YZjaVL68jD2rLyOEIgLMhDChzG,MAPbI3,14.19,0.983,213.1,0.6859999999999999,1.6
e6c3NAkepxFGas4AuKvWWg5qe-7b,CsPbBr0.75I2.25,13.9,1.18,153.0,0.768,
e6cHmpLJkg6S-US8Q8AcMv7XIYmU,Cs0.1FA0.75MA0.15PbBr0.51I2.49,16.5,1.091,223.0,0.68,
e6cgsZHfXrUWpY3HT4flMDwLS0py,FA0.92MA0.08PbI3,20.68,1.1,242.2,0.7759999999999999,1.5499999999999998
e6fWKQJR4hloAMg98GekqeP0A6Nz,Cs0.1FA0.9PbBr0.51I2.49,11.6,0.97,193.0,0.61,
e6jBtF_XJNM-cPIV45ZxaD9qzlaU,MAPbI3,15.92,0.99,225.2,0.7140000000000001,1.6
e6oa4PRXrdCFi8dldXUqI8znCoyi,MAPbI3,12.72,0.96,200.10000000000002,0.66,1.57
e6rGKWR7vN0ER_lHYuJQsLhJ_QYQ,Cs0.05FA0.80MA0.15PbBr0.45I2.55,17.32,1.14,215.9,0.7,
e6sOiYW3b93UpxgI2guDWv5Md3Z-,MAPbI3,15.08,1.04,215.2,0.672,1.6
e6szfj3N81kyKuq1Hbd8Hz-emms9,MAPbI3,15.25,1.0,210.7,0.71,1.6
e6tRVr0UrqcQCxSwUn9UzkVixFEY,MAPbI3,15.58,1.022,216.20000000000002,0.69,1.6
e77OPy5WcZGh7vOyiUCNE4Ggji2n,Cs0.05FA0.79MA0.16PbBr0.51I2.49,20.44,1.158,,0.7,
e7D6OayqjzDfjX_gU5CMejGbg6t-,Cs0.05FA0.79MA0.16PbBr0.30I2.70,14.33,1.082,220.39999999999998,0.723,
e7FVQOLXxjzc6liqA-6ein0NHGQH,MAPbI3,8.69,0.853,157.0,0.649,1.6
e7NqUeKxH3JymXiGMU_cp3WlLmRR,Cs0.05FA0.79MA0.16PbBr0.51I2.49,20.1,1.179,219.0,0.78,1.63
e7OonrCrJuI6kg1rGviBkizkUaXg,MAPbI3,13.84,1.03,205.0,0.626,1.6
e7Qy9oyRHrQzZC4f7ysHHc4BuH-u,MAPbI3,5.7,0.9,97.0,0.653,1.5499999999999998
e7TuZtlL8ECrLEQO4FiaP97x3XhH,Cs0.05FA0.81MA0.14PbBr0.45I2.55,8.7,1.08,184.20000000000002,0.429,
e7fZ4Vd-h4qlPlh1Ges_31niPJRl,Cs0.05FA0.79MA0.16PbBr0.51I2.49,18.57,1.11,219.7,0.7609999999999999,
e7gDRFnrQhmcfew5tipsONhHhsQf,Cs0.04FA0.81MA0.14PbBr0.43I2.57,15.57,1.03,221.8,0.68,
e7oVVe8D6Qt2kGlkvqCRGDl2vrdT,MAPbI3,20.71,1.11,231.20000000000002,0.8,1.6
e7qH08Un8mmztbtI_3z_L82P0Iya,MAPbI3,13.7,0.995,183.0,0.75,1.6
e7qJta2ed1iT3oEggJPLqn9PRBK8,FA0.9MA0.1PbI3,20.91,1.13,233.70000000000002,0.807,
e7wqX_Fo69X-CHWJJWc7pJLS86nH,MAPbI3,11.85,0.9,161.1,0.74,1.6
e7xP6y3sgPXfMEsu8Hhubgz39JGR,MAPbI3,6.69,0.89,146.9,0.51,1.6
e87TOaV7VGd_Mj5t2jWojcDD8yJJ,MAPbI3,11.4,0.9,197.89999999999998,0.64,1.6
e89R_Fw3-sSAhL51Zd5NP5457hXW,MAPbI3,15.5,1.01,227.0,0.67,1.6
e8KRhc2cXrrbAOYo2gW-RaWjf6iu,Cs0.05FA0.79MA0.16PbBr0.3I2.7,15.0,,,,
e8R8GVaZJR5J1-RisC1o6QmYOei4,MAPbI3,8.62,0.86,152.0,0.66,1.6
e8UONxFoqg6ceZ1Z6OawK0SQT5Tg,MAPbI3,5.98,0.73,140.39999999999998,0.586,1.6
e8kEZtSuPPcTHCxjciFO7rAeCg7-,MAPbI3,11.62,0.922,216.0,0.58,
e8vXOd15Qb_gSiOO-F4B30gJfKEX,Cs0.05FA0.84MA0.11PbBr0.1I2.9,19.08,1.13,228.2,0.74,
e9-L2EHYLrXRdbzaYqxjeHpJLJBr,(PEA)2MAPb2I4,19.85,1.17,218.0,0.78,1.59
e9FvdCoENPzw8Z3DRTyibFeGyprq,MAPbI3,5.58,0.79,113.0,0.627,1.6
e9ioQj69RyB8ScMx9qDBFKQVVwAR,MAPbI3,12.55,1.03,173.2,0.7090000000000001,1.6
e9jYXwubtxLC0ucU8INXN2hWIMQN,CsPbBr3,6.06,1.268,69.6,0.6859999999999999,
e9q-l3S2NplFoiS9q9GgoP9lFX_k,MAPbI3,14.55,1.01,221.0,0.66,1.6
eA06MtKRFJOASDDVNbm3CSinReUq,MAPbI3,12.2,1.01,204.0,0.52,1.57
eA1RigroNRDe5ebBc4SlVhs4dQXQ,MAPbI3,0.07,0.88,4.8,0.17,1.6
eA1npIpO7xJWW6oczJQvrjJNh19H,FA0.85MA0.15PbBr0.45I2.55,14.79,1.117,194.8,0.68,1.56
eA6tltvBmwPjDH1e6KKwC_Ba05Rj,Cs0.1FA0.75MA0.15PbBr0.45I2.55,4.5,1.0,117.0,0.38,
eAKIKEpMarhonVA5hh4iRYQr8wI4,Cs0.1FA0.9PbI3,14.7,0.94,232.0,0.67,1.5300000000000002
eAM4HpUHruyiV8t-D8KZMVIj3wJg,FA0.7MA0.3PbBr0.3I2.9,11.7,1.03,207.0,0.54,
eAg14PymAeNfOJ-C-ZCr3UmYMk_E,MAPbI3,10.7,0.943,181.0,0.63,1.59
eArbk92BUjJclYsvGWJw1VgpN6v1,MAPbI3,8.2,0.92,142.79999999999998,0.625,1.6
eAs-mwhPHT9bolYzlPRoP4GJBgbD,MAPbI3,4.14,0.6,155.6,0.45,1.59
eAtN907RkydY95a-QrOZV8styYn8,MAPbI3,8.17,0.85,221.0,0.42,1.6
eB-1OgaI7c1srBKO9kmIQVjvGhJt,MAPbI3,12.27,0.89,188.0,0.74,1.3
eB2E0gk1SKBtGfJ7TvwvnDL2Tbfr,MAPbI3,7.42,0.91,193.5,0.42,1.6
eB2xWTR7ihtfsTLIUZ_mCFsBQYAH,CsPbBrI2,14.34,1.19,158.0,0.762,
eB4_aMlfAJubLi0kfHiMDrNP-Qz5,FA0.85MA0.15PbBr0.45I2.55,15.8,1.05,205.10000000000002,0.74,
eB7syImjJo7IqWCxIgU2VXR5CwJO,MAPbI3,7.3,0.87,147.6,0.5579999999999999,1.6
eBJIK-DtbSij_4JZ85kaGdLoAtlh,MAPbI3,5.0,0.76,94.0,0.7,1.6
eBMIqipgZqGFC60Zgg2R1oFoERiT,MAPbI3,14.3,0.99,202.0,0.706,1.5
eBQ-cbniwDe1vX5bFEBBDMoCUCKJ,MAPbI3,7.9,0.81,150.5,0.65,1.6
eBQ5rqi8fLlPvR7fWWSXDSFdg8aJ,MAPb0.7Sn0.255I3,13.7,0.736,235.0,0.79,1.3
eB_Yw1wbJya5RSGBz6nH_T6ZwHI2,MAPbI3,17.01,1.11,208.1,0.74,1.6
eBdyjyQuMeU2RL4vX35LYR-8_liJ,MAPbI3,0.004,0.56,0.3,0.252,1.6
eBebgO7Ef2EZN7F9mdthXPWHS_7d,FA0.85MA0.15PbBr0.45I2.55,10.28,1.124,182.0,0.503,
eBhGYVgX3PFAHGHCouj4wUIxgo2G,CsSnI3,0.0,0.01,3.0,1.3,1.3
eBm091THncibKXhFmntNMYUKvh5R,MAPbBr3,0.7,1.13,33.1,0.424,2.3
eBxwfeWhCQA-IUfF3VgxsJUcyb2z,MAPbI3,4.01,0.6,180.9,0.37,1.6
eBxxLHAr7mehocEoYG7pg7CnYA_-,MAPbI3,8.7,0.888,153.5,0.64,1.56
eC4Y07EEv7eQDroAO__314SPPimN,MAPbI3,14.0,0.93,205.0,0.74,1.6
eC8z0VSvKTP93Hn-JHDIQHe6Ji__,MAPbI3,20.22,1.084,225.79999999999998,0.83,1.6
eC9bRZsZ_s6Mr_AvLZIa6d_HbA1e,MAPbI3,13.87,0.97,216.6,0.66,1.6
eCMNBMbjbubT6cp8tT11cGrULIUD,MAPbI3,17.4,1.07,204.8,0.7909999999999999,1.6
eCT0thG-wxeZABq3a1d7J0emFDht,MAPbI3,12.25,1.0,200.0,0.61,1.6
eCT1ZJoMhrVzU4-_IK2iZvHD87rL,MAPbI3,9.62,0.9,165.6,0.626,1.6
eCT57EzfCMGmwedyRchHwCaR7EWM,Cs0.05FA0.79MA0.16PbBr0.3I2.7,14.26,0.92,213.70000000000002,0.72,
eCXCgKhw4hHgMRjN8OMsijE4mn5A,MAPbI3,18.96,0.023,10.540000000000001,0.797,1.6
eCXEpKM1oMP99ZJQ1gMYWwCPGAT4,FA0.9MA0.1PbBr0.03I2.97,20.96,1.12,243.0,0.77,
eCj-F28Zj-1X_Ey5XymqwS3C8cXk,MAPbI3,17.9,1.056,213.0,0.794,1.6
eCmEOl9wNnCguSDgOp8Onh3JJh_Y,MAPbI3,11.53,0.89,205.2,0.63,1.6
eCx3FwLinDpNZ7vPgw0Jnv_hGX2k,MAPbI3,9.0,0.865,183.0,0.57,1.6
eD-D6Odw50qUsLzK4hoQP2PfVF19,Cs0.05FA0.79MA0.16PbBr0.51I2.49,18.0,1.12,225.0,0.73,
eDAgrhRNdxyHfb5cY_f6VL2ShVHk,CsPbBr2I,8.06,1.258,100.3,0.638,2.05
eDB-G4YiZOzCrTnf7r5QnREfEWXi,FAPbI3,9.07,0.75,191.9,0.63,1.58
eDGCcUTQSJVxFfBSxe596hDQJZF2,MAPbI3,3.8,1.072,64.0,0.544,1.6
eDQHwITLEEDT9VDXAfDSA61KJ4Mo,MAPbI3,11.06,0.875,162.5,0.778,1.6
eDSIB3VdzO-6RxTDl8EaEMBAQ2dd,FA0.94MA0.06PbBr0.06I,15.6,1.02,234.0,0.65,
eD_rPXT0Yn6UXzmHCPItDPepGgyC,CsSnI3,1.56,0.58,91.0,0.58,
eDd0B_5y3Q69qYLwpvjg-MSM0_w_,MAPbI3,16.85,1.038,215.0,0.755,1.6
eDndSqrtvBAZ9J3TbtdRuZUspiPV,MAPbBr3,7.2,1.504,70.0,0.68,
eDvFhtk_1opJ-WPRo9kRvvzNnGZl,MAPbI3,17.07,1.1,220.0,0.708,1.6
eDxlI0Z8gEpRIvcGZmcAIaNynOQj,MAPbI3,13.4,0.92,214.0,0.6809999999999999,1.5
eDyaLUzVl0ptLOirLvsPItlN_p89,MAPbI3,15.3,1.03,235.0,0.63,1.6
eEF1VtrjvO03YCKlKfsf-y_1FABF,MAPbI3,2.2,0.82,65.3,0.41,1.5499999999999998
eEFCuGdm9AgYmW3EA1o-y4Q247wc,FA0.85MA0.15PbBr0.15I0.85,19.67,1.11,230.0,,
eEMFJbkrbeSyuIRqqec8SqHCwQNO,CsPbBrI2,11.76,1.14,131.9,0.782,1.9199999999999997
eENpJSDFCRlfZ3N-QxeS-eiJAT2k,FA0.5MA0.5PbBr0.3I2.7,14.73,1.03,195.2,0.73,
eEWq0I1-is5koay4DPJUH8mUxlK3,MAPbBr3,9.52,0.88,154.4,0.69,
eEhH9V3tPWGP7ZfgOQJKWwsD07kd,FA0.83MA0.17PbBr0.03I2.97,19.2,1.08,240.0,0.74,
eElqrf3Md--bY1lElTTMuE4NK9Bf,MAPbBr3,6.6,1.4,64.0,0.74,2.38
eEzbiOb6rRcHrHZIClTM9-fLWH3i,CsPbBr3,7.54,1.308,74.6,0.773,
eF-JXfcdawoVO-RouffGHRKzbqnS,Cs0.05FA0.80MA0.15PbBr0.45I2.55,17.39,1.1,220.3,0.72,
eF1ZJF7bpTTNl-6DrBLEC_2vilrS,Cs0.05FA0.79MA0.16PbBr0.51I2.49,12.3,1.168,150.0,0.648,1.6200000000000003
eF4mNx-H-7hPoyohkJ4svGPpPp1E,MAPbI3,16.18,1.02,217.2,0.73,1.6
eF77ahjHrlCeighiWOV1Bo3Jsr0z,Cs0.05FA0.79MA0.16PbBr0.51I2.49,17.33,1.05,219.8,0.75,
eF9SLP2Dkn24a_Cl5RYvqlKx-Ags,MAPbI3,11.4,0.9,166.0,0.763,1.6
eF9fwnjVjtUXa2dm7H_0NXymctzr,FAPbI3,20.7,1.08,245.6,0.8,1.526
eFC9Dl7gm5aSn1TEeJsmBzHDCEW1,MAPbI3,15.12,1.08,198.9,0.7,1.6
eFH_15sHDn8zc7ZvDcKGSbVD8kKh,MAPbI3,7.9,,,,1.6
eFOwTREOIGVDNs_92pFGuPUlv8Mr,Cs0.05FA0.81MA0.14PbBr0.45I2.55,11.5,1.0,207.0,0.575,1.5
eFSgWbzKXz_N7sWVqZRYJV7WDzQA,BA2MA4Pb5I16,12.86,1.13,176.1,0.6920000000000001,
eFVoR9rsVzWImaxNiT2DHyeP7mkm,MAPbI3,12.2,0.97,157.0,0.8009999999999999,1.6
eF_Cq9578s6c7Nu0xV52J36RRSE3,MAPbI3,14.57,1.04,203.2,0.7140000000000001,1.6
eF_IoJGsVLMStmUvxh1WF_3u9X68,MAPbI3,5.96,0.84,202.8,0.35,1.6
eFb-au0B7bdSj2Zkkdy5ZNBPOVlF,MAPbI3,10.61,0.96,178.9,0.62,1.6
eFejOS9yZOttxv6mn-gIEAoxkyeY,MAPbI3,12.35,0.993,229.5,0.54,1.6
eFoQJ2eWUYSYZ31Yzzmm6Ys0mGk_,MAPbBr3,10.0,1.1,120.0,0.7,
eFpB9lk43HuNrQrzTqtspu5dOou_,Cs0.17FA0.83PbBr0.75I2.25,13.16,1.03,169.7,0.74,
eFsQwTQ3We-lbWHwRt7WoUv_-fNT,MAPbI3,8.0,0.96,143.0,0.57,1.6
eG1cHZmQ4yF_WOI0d5NP7UzNIrNY,MAPbI3,8.07,0.7,183.1,0.63,1.6
eG35wYne1l3Yzlc6oH8LG0-Ij1Nt,Cs0.05FA0.79MA0.16PbBr0.51I2.49,15.5,1.08,216.0,0.6759999999999999,
eG7aruOwj-g3J40R7zSogd6vUerh,MAPbI3,15.27,1.05,219.7,0.66,1.6
eGHnrORbi47CeDVI24YY0hV2YNsL,MAPbI3,1.31,1.03,17.1,0.743,1.6
eGLL8wAHIrlWsFKmE67spoxF_Ees,MAPbI3,7.5,1.01,121.0,0.63,1.6
eGNWjtDxC6h0XkZOA3TpAZdykSyR,MAPbI3,9.21,0.82,188.4,0.599,1.6
eGbIEI3QlyQEmgtAl7xnk3bRKzZ4,MAPbI3,15.3,0.93,213.0,0.76,1.59
eGepYdMAQkq-49qT1lWOxJn4nc5B,MAPbI3,13.3,1.07,184.0,0.691,1.6
eGgnT1Bp3mBtYWdPGFqqpeKYNfhn,MAPbI3,15.5,1.14,190.5,0.7140000000000001,1.6
eGlcWQqdUTRgiWp11TmLNtyvQhQx,MAPbI3,9.33,0.8240000000000001,161.4,0.7020000000000001,1.6
eGsBz0-_ebtMp2ZRVuUzlA4u3qkR,Cs0.05FA0.79MA0.16PbBr0.51I2.49,19.5,1.12,232.0,0.7490000000000001,
eGwoG_8IHNQ47MYxlqgzqRbWQKoP,MAPbI3,14.2,1.042,201.0,0.71,1.6
eH33WDjpQSNXQCaLgabJ89J1dpRy,MAPbI3,12.7,0.99,189.0,0.6809999999999999,1.6
eH8Bw5usUABIrPzDMM_LDpniauyR,MAPbI3,3.67,1.0,62.800000000000004,0.58,1.6
eHDmEJp9bH9BZCoPNJfxBpoGg3Iy,FAPb0.75Sn0.25I3,4.05,0.525,107.44000000000001,0.594,1.37
eHGJUWIjWKNoZlB2pHuL7AaPJ_aM,MAPbI3,15.34,1.0,210.6,0.782,1.6
eHKFmak77Zfs42qLD0nJY4lHidoF,FA0.83MA0.17PbBr0.51I2.49,13.0,1.07,195.0,0.62,
eHLsznNl6Ha45cw1GtOmQsRR12So,K3Sb2I9,0.07,0.3379999999999999,4.13,0.5,2.02
eHMfSvFbRrzlEWJdQwI_ax9kFfyb,MAPbI3,9.98,0.831,203.29999999999998,0.588,1.5
eHQqMovatid9OnOlWllXARnkHJXx,MAPbI3,19.98,1.1,239.60000000000002,0.758,1.6
eHUFUGg3guf14hXqddApMmNPZtaU,MAPbI3,10.29,0.95,151.7,0.71,1.6
eHa7K-4g0AZcTZLB0as_nzCeI8w5,MAPbI3,10.15,0.937,170.6,0.635,1.6
eHaUwtIDqeivZ3xKb6oqgQnFaW45,MAPbI3,17.02,1.01,229.60000000000002,0.74,1.6
eHeaFWHYxg-0vLHc_GlmmHvLB3FK,MAPbI3,12.45,0.989,188.9,0.67,1.6
eHfHS1h4hGmmfUx_5VEALl0bRh3d,MAPbI3,13.3,0.95,194.0,0.72,1.6
eHhYnv3okA89EiUauYPDADIN50rm,MAPbI3,0.27,0.16,63.7,0.27,1.6
eHo4-otmbE-FXUh9IGkFDyf3u9N0,MAPbI3,4.94,0.012,8.4,0.51,1.6
eHrHlwcUsrRKgEVRsD24gcEFVdvC,Cs0.2FA0.8PbBr0.36I2.64,13.0,1.08,201.0,0.664,
eHy7Uzb-ogyM8-XuOeQqr9yZhEA8,MAPbI3,15.9,,,,1.6
